SITE_NO	coords.x1	coords.x2	SUCode	DATES	TIMES	NetworkType	CYCLE	AGENCY_CD	DEC_LAT_VA	DEC_LONG_VA	WATER_USE_1_CD	AQFR_TYPE_CD	WELL_DEPTH_VA	HOLE_DEPTH_VA	NAT_AQFR_CD	DEPTH	R00618	P00618	R00613	P00613	R00631	P00631	X1974_LU11	X1974_LU12	X1974_LU21	X1974_LU22	X1974_LU23	X1974_LU24	X1974_LU25	X1974_LU26	X1974_LU27	X1974_LU31	X1974_LU32	X1974_LU33	X1974_LU41	X1974_LU43	X1974_LU44	X1974_LU45	X1974_LU50	X1974_LU60	X1982_LU11	X1982_LU12	X1982_LU21	X1982_LU22	X1982_LU23	X1982_LU24	X1982_LU25	X1982_LU26	X1982_LU27	X1982_LU31	X1982_LU32	X1982_LU33	X1982_LU41	X1982_LU43	X1982_LU44	X1982_LU45	X1982_LU50	X1982_LU60	X1992_LU11	X1992_LU12	X1992_LU21	X1992_LU22	X1992_LU23	X1992_LU24	X1992_LU25	X1992_LU26	X1992_LU27	X1992_LU31	X1992_LU32	X1992_LU33	X1992_LU41	X1992_LU43	X1992_LU44	X1992_LU45	X1992_LU50	X1992_LU60	X2002_LU11	X2002_LU12	X2002_LU21	X2002_LU22	X2002_LU23	X2002_LU24	X2002_LU25	X2002_LU26	X2002_LU27	X2002_LU31	X2002_LU32	X2002_LU33	X2002_LU41	X2002_LU43	X2002_LU44	X2002_LU45	X2002_LU50	X2002_LU60	X2012_LU11	X2012_LU12	X2012_LU21	X2012_LU22	X2012_LU23	X2012_LU24	X2012_LU25	X2012_LU26	X2012_LU27	X2012_LU31	X2012_LU32	X2012_LU33	X2012_LU41	X2012_LU43	X2012_LU44	X2012_LU45	X2012_LU50	X2012_LU60	NFert92_01	NConf92_97	Wet_n_ww_2002	Wet_n_ww_2012	Total_n_tw_2002	Total_n_tw_2012	PDEN1990_sqkm	PDEN2000_sqkm	PDEN2010_sqkm	avg_awc_mean	avg_bd_mean	avg_clay_mean	avg_ksat_mean	avg_kv_mean	avg_om_mean	avg_por_mean	avg_sand_mean	avg_silt_mean	DrnClass_4_mean	DrnClass_6_mean	DrnClass_8_mean	wtdep_min_mean	Rech_mmyr_SWB	Rech_mmyr_Reitz	QuaternaryThickness	Terrane	ROCKTYPE	MIN_AGE	UNIT_NAME	CMIN_AGE	MAX_EON	MAX_ERA	MAX_PERIOD	MAX_EPOCH	MIN_MA	MAX_MA	LITH_RANK	LITH1	LITH2	LITH3	TOTAL_LITH	PET	Runoff_Reitz	TWI	SubsurfContactTime	StreamDensity	StreamDistance	DTW_m_MODFLOW	VWC_MODFLOW	ResidTime_yrs_MODFLOW	depth_zone	LNO3
260332080182101	1577377.857	464849.6068	soflsus1	4/10/2003	1500	SUS	2	USGS	26.0598	-80.3051	P	U	80	NA	N400BISCYN	80		0.524		0.008		0.532	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15.81329055	0.232994352	3.466984	3.05952	18.00412	9.899546	942.2772277	972.8811881	1288.933333	0.065456041	1.497181484	2.895348413	93.94981166	89.99354771	1.901004927	43.50258092	95.65369524	1.450958797	90.77777778	0	4.948717949	16	NA	490.5546875	NA	NA	Sedimentary	Quaternary	Miami Limestone	Pleistocene	Phanerozoic	Cenozoic	Quaternary	Pleistocene	0.0117	2.58	Major	Sedimentary	Carbonate	Limestone	Sedimentary - Carbonate - Limestone	47.47641718	0.235595271	16.54343484	192	0.168684505	494.81446	0.072683882	17.49317636	0.062796163	deep	-0.63111179
260334080181901	1577365.161	464802.9617	soflsus1	9/21/2011	1600	SUS	2	USGS	26.0594	-80.3053	P	U	80	80	N400BISCYN	80		0.2577		0.00526		0.263	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12.48158525	0.210178375	3.466984	3.05952	18.00412	9.899546	1022.128713	1081.356436	1350.90873	0.065653887	1.492238143	2.863738488	93.08233432	88.25861227	1.950989033	43.6891248	95.69753502	1.438736488	90.87603306	0	4.991735537	16	NA	491.9851345	NA	NA	Sedimentary	Quaternary	Miami Limestone	Pleistocene	Phanerozoic	Cenozoic	Quaternary	Pleistocene	0.0117	2.58	Major	Sedimentary	Carbonate	Limestone	Sedimentary - Carbonate - Limestone	47.47641602	0.236457086	16.95408163	192	0.169051822	534.432763	0.069350329	17.49784846	0.05985912	deep	-1.335601247
260539080155101	1580915.95	469403.5553	soflsus1	3/12/1998	1600	SUS	1	USGS	26.0954	-80.2631	P	U	100	NA	N400BISCYN	100		0.051	<	0.01		0.051	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.700982666	0	3.483121	3.142148	18.02026	9.982174	1679.826531	1640.316327	1640.519685	0.058700267	1.600534058	2.859866333	67.44727376	46.34144287	0.743935394	39.60249023	95.80865072	1.331481552	23.48760331	11.48760331	0.479338843	47.775	NA	461.3749704	NA	NA	Sedimentary	Quaternary	Miami Limestone	Pleistocene	Phanerozoic	Cenozoic	Quaternary	Pleistocene	0.0117	2.58	Major	Sedimentary	Carbonate	Limestone	Sedimentary - Carbonate - Limestone	47.47642008	0.269724687	14.92800049	198	0.194969073	997.951581	0.238100964	16.87760416	0.084433414	deep	-2.975929646
261404080100601	1587752.602	486198.0079	soflsus1	3/10/1998	2300	SUS	1	USGS	26.2359	-80.1687	P	U	153	NA	N400BISCYN	153	<	0.05	<	0.01	<	0.05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.03692777	0.001335879	3.421264	3.077049	21.1157	14.07217	838.91	938.67	1255.633466	0.062204986	1.490546731	3.306697557	85.03518908	65.13827797	0.970171183	43.7529502	95.38399422	1.309311682	43.13445378	34.78991597	0.43697479	54.56521739	NA	489.587221	NA	NA	Sedimentary	Quaternary	Miami Limestone	Pleistocene	Phanerozoic	Cenozoic	Quaternary	Pleistocene	0.0117	2.58	Major	Sedimentary	Carbonate	Limestone	Sedimentary - Carbonate - Limestone	47.47641718	0.279247316	12.34285661	NA	0.04352239	7436.517495	0.566104976	16.88887919	0.176269943	deep	-2.995732274
261533080141101	1580462.539	487760.1121	soflsus1	3/11/1998	1600	SUS	1	USGS	26.2609	-80.2375	P	U	145	NA	N400BISCYN	145	<	0.05	<	0.01	<	0.05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.504679517	0.018257019	3.425805	3.093911	16.21532	8.574688	3196.24	3770.4	3539.521912	0.065483928	1.457245127	2.272237651	72.83378906	51.75095215	2.211053212	45.00961914	96.59305013	1.134706116	64.90833333	25.5	4.341666667	33.14285714	NA	509.129794	NA	NA	Sedimentary	Quaternary	Miami Limestone	Pleistocene	Phanerozoic	Cenozoic	Quaternary	Pleistocene	0.0117	2.58	Major	Sedimentary	Carbonate	Limestone	Sedimentary - Carbonate - Limestone	47.47641718	0.271501573	15.31399902	NA	0.096117565	5610.914907	0.001440665	17.58334304	0.000784731	deep	-2.995732274
264605080185401	1563587.757	541497.3814	flaqpau	9/17/2008	1900	Unkwn	9	USGS	26.7682	-80.3151	H	U	NA	40.5	S100SURFCL	40.5	<	0.04	<	0.002	<	0.04	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16.55866105	0	3.054021	2.975439	10.06447	7.349747	13.58	177.41	369.1007752	0.077102852	1.506637065	4.519519043	71.72747396	51.8272583	0.711888631	43.14576823	93.14388835	2.336591339	68.05	0	31.95	25.12048193	NA	330.7624655	NA	NA	Sedimentary	Quaternary	Shelly sediments of Plio-Pleistocene age	Pleistocene	Phanerozoic	Cenozoic	Tertiary-Neogene	Late-Pliocene	0.0117	3.6	Minor	Unconsolidated	Fine-detrital	Clay	Unconsolidated - Fine-detrital - Clay	46.44752167	0.225699379	19.11600098	NA	0.060687906	5566.941673	0.12643839	18.03326567	0.02544611	shallow	-3.218875825
264825080175001	1564632.012	546011.3835	flaqpau	9/17/2008	1500	Unkwn	9	USGS	26.8071	-80.2974	H	U	30	30	S100SURFCL	30	<	0.04	<	0.002	<	0.04	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.495614624	0.000120175	3.509886	3.074177	10.40731	7.289442	1.98	241.12	447.3805668	0.078875441	1.510659567	5.176904694	69.3407171	37.77426321	1.878965921	42.9939858	92.04429465	2.778793707	64.84552846	0	35.15447154	16.23076923	NA	501.371508	NA	NA	Sedimentary	Quaternary	Shelly sediments of Plio-Pleistocene age	Pleistocene	Phanerozoic	Cenozoic	Tertiary-Neogene	Late-Pliocene	0.0117	3.6	Minor	Unconsolidated	Fine-detrital	Clay	Unconsolidated - Fine-detrital - Clay	46.44751558	0.21050249	17.36161665	NA	0.018284046	9585.011838	0.164181721	18.50260778	0.08264701	shallow	-3.218875825
270807080162901	1560909.062	582038.6004	flaqpau	10/7/2008	1930	Unkwn	9	USGS	27.1354	-80.2748	H	U	80	120	S100SURFCL	80	<	0.04	<	0.002	<	0.04	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19.87054146	0	3.473155	2.967978	13.82011	9.854973	32.53535354	216.1313131	557.7063492	0.083043477	1.521895047	6.022830305	80.97795999	29.25931102	2.70012428	42.57000101	92.43505018	1.542121887	60.1557377	0.532786885	11.76229508	70.33663366	NA	235.1043527	NA	NA	Sedimentary	Quaternary	Anastasia Formation	Pleistocene	Phanerozoic	Cenozoic	Quaternary	Pleistocene	0.0117	2.58	Major	Sedimentary	Carbonate	Limestone	Sedimentary - Carbonate - Limestone	46.04532587	0.239686139	13.32234094	179	0.065025057	713.890705	0.474962664	17.2011768	0.38276293	shallow	-3.218875825
271015081432101	1417775.734	563248.2503	flaqpau	8/19/1988	1635	Unkwn	9	USGS	27.1712	-81.7223	H		396	NA	S400FLORDN	396		NA		NA		0.16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.895022074	0.115115075	3.578319	2.464962	8.626806	5.964748	0	0	0	0.091366863	1.572353617	8.967872111	58.82046712	13.99644267	0.918452326	40.66590169	89.34280599	1.6893308	85.19008264	0	13.98347107	21.55238095	NA	0	NA	NA	Sedimentary	Quaternary	Undifferentiated sediments	Holocene	Phanerozoic	Cenozoic	Quaternary	Pleistocene	0	2.58	Minor	Unconsolidated	Fine-detrital	Silt	Unconsolidated - Fine-detrital - Silt	45.70566523	0.125341362	12.92272672	383.7142857	0.069508851	4346.083409	0.169305249	14.82459044	0.880449032	shallow	-1.832581464
271058081471601	1411144.627	563572.7036	surfpau	8/18/1988	1441	Unkwn	9	USGS	27.1831	-81.7876	H	C	335	335		335		NA		NA		0.02	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	49.6814203	2.622047052	3.558391	2.522722	9.135884	6.63229	1.040816327	1.387755102	7.968503937	0.103713427	1.491763645	4.180165348	59.97225561	33.92923887	1.307375134	43.70703125	94.18808427	1.631746211	66.66666667	27.1965812	1.709401709	48.05217391	NA	74.61363636	NA	NA	Sedimentary	Quaternary	"Hawthorn Group, Peace River Formation"	Pliocene	Phanerozoic	Cenozoic	Tertiary-Neogene	Middle-Miocene	2.58	15.97	Major	Unconsolidated	Fine-detrital	Clay	Unconsolidated - Fine-detrital - Clay	45.59857468	0.137441842	11.82424341	199	0.093769201	605.06799	2.483964053	15.98923096	3.475949924	shallow	-3.912023005
271217081192501	1456487.981	572925.7735	surfpau	12/5/2007	1440	Unkwn	9	USGS	27.2047	-81.3236	P		1200	NA		1200	<	0.04	<	0.002	<	0.04	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	34.59219584	0.030650616	4.099287	2.616266	9.188389	6.635672	73.79207921	76.93069307	249.109375	0.048451517	1.528691526	1.681533563	203.95138	200.4273822	0.268139042	42.31352459	97.09074027	1.227731423	1.049180328	1.049180328	11.54098361	NA	NA	109.3509189	NA	NA	Sedimentary	Quaternary	Dunes	Pleistocene	Phanerozoic	Cenozoic	Tertiary-Neogene	Late-Pliocene	0.0117	3.6	Minor	Unconsolidated	Peat	NA	Unconsolidated - Peat	45.41107759	0.220674435	10.82346889	58.53658537	0.039834698	3556.900575	11.73139357	13.79253328	9.355594928	deep	-3.218875825
271241080223501	1549525.382	588632.1458	flaqpau	9/23/2008	1500	Unkwn	9	USGS	27.2114	-80.3766	H	U	100	120	S100SURFCL	100	<	0.04	<	0.002	<	0.04	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.3239988	0	3.518021	2.604485	11.15636	7.769915	35.16	205.87	746.6547619	0.084373878	1.457698499	4.689016568	101.7727589	77.54529429	4.782317598	44.99251026	93.51498775	1.795989085	81.24166667	1.425	15.64166667	18.96039604	NA	201.9984654	NA	NA	Sedimentary	Quaternary	Anastasia Formation	Pleistocene	Phanerozoic	Cenozoic	Quaternary	Pleistocene	0.0117	2.58	Major	Sedimentary	Carbonate	Limestone	Sedimentary - Carbonate - Limestone	46.02113342	0.182533614	15.01649334	498	0.108427967	502.371313	0.300702355	16.1003778	0.171592619	shallow	-3.218875825
271244081504201	1405026.694	565928.4779	surfpau	8/16/1988	1640	Unkwn	9	USGS	27.2125	-81.8448	P		353	NA		353		NA		NA		0.04	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9.814057141	0.631233541	3.555645	2.519248	9.133139	6.628816	576.5	685.66	1453.805668	0.087502104	1.528006757	3.981135384	67.72958824	37.56468526	1.32069447	42.33936347	93.77281314	2.24604197	98.72131148	0	1.278688525	31	NA	284.3998884	NA	NA	Sedimentary	Miocene	"Hawthorn Group, Peace River Formation"	Pliocene	Phanerozoic	Cenozoic	Tertiary-Neogene	Middle-Miocene	2.58	15.97	Major	Unconsolidated	Fine-detrital	Clay	Unconsolidated - Fine-detrital - Clay	45.45133362	0.220389716	13.66199951	117	0.133418969	3354.239755	0.894713228	16.39829252	0.685635449	deep	-3.218875825
271310081175501	1458699.61	574909.6262	surfpau	12/5/2007	1300	Unkwn	9	USGS	27.2194	-81.2986	H		200	NA		200	<	0.04	<	0.002	<	0.04	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8.950842136	0.555542411	4.028127	2.609146	9.117229	6.628552	36.2	73.21	48	0.071229904	1.457890456	1.80898378	172.5675337	168.1159172	4.041699417	44.98526423	97.11570281	1.075308947	1.869918699	1.869918699	27.07317073	NA	NA	80.79631491	NA	NA	Sedimentary	Quaternary	Dunes	Pleistocene	Phanerozoic	Cenozoic	Tertiary-Neogene	Late-Pliocene	0.0117	3.6	Minor	Unconsolidated	Peat	NA	Unconsolidated - Peat	45.60567932	0.124310763	9.778787632	206.6341463	0.062933412	3995.066309	8.686026437	14.05954846	14.25265007	shallow	-3.218875825
271327080160601	1559936.192	591795.1625	soflsus2	10/29/2008	2000	SUS	2	USGS	27.2242	-80.2683	H	U	75	90	S100SURFCL	75	<	0.0388	E	0.00121	<	0.04	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.482606343	0	NA	NA	NA	NA	903.5555556	888.2222222	847.0472441	0.05006842	1.534851337	2.261220998	127.8559907	100.9066794	0.857396159	42.08108836	96.57653388	1.162240916	32.85833333	11.66666667	0.4	53.20634921	NA	332.6660748	NA	NA	Sedimentary	Quaternary	Beach ridge and dune	Holocene	Phanerozoic	Cenozoic	Quaternary	Pleistocene	0	2.58	Major	Unconsolidated	Fine-detrital	Clay	Unconsolidated - Fine-detrital - Clay	46.17982148	0.190921561	12.35463943	150	0.065029132	884.784419	0.573533249	15.76022965	0.506345994	shallow	-3.218875825
271401080164801	1558616.083	592624.8317	soflsus2	10/29/2008	1600	SUS	2	USGS	27.2336	-80.28	H	U	80	90	S100SURFCL	80	<	0.0389	E	0.00107	<	0.04	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.451718739	0	NA	NA	NA	NA	546.5757576	568.6161616	685.2648221	0.079434847	1.493030481	5.411805805	88.51952268	47.23237476	2.780744586	43.65923109	92.78150699	1.806685063	48.1557377	12.54918033	10.40163934	65.7173913	NA	264.2946777	NA	NA	Sedimentary	Quaternary	Anastasia Formation	Pleistocene	Phanerozoic	Cenozoic	Quaternary	Pleistocene	0.0117	2.58	Major	Sedimentary	Carbonate	Limestone	Sedimentary - Carbonate - Limestone	46.1798185	0.1862095	12.59108863	291.5952381	0.072327524	347.225373	0.498088837	16.40290345	0.221745874	shallow	-3.218875825
271412080591901	1488904.935	581600.2431	surfpau	11/6/2007	1715	Unkwn	9	USGS	27.2367	-80.9886	P		NA	NA		NA	<	0.04	<	0.002	<	0.04	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	36.95477153	2.100547258	3.498832	2.586516	8.792933	6.51357	5.252525253	10.74747475	30.74900398	0.099833953	1.473864595	7.557255222	74.60931043	40.66927218	4.182732953	44.38246949	90.03199728	2.410753068	38.47107438	0.52892562	43.34710744	58.17460317	NA	1.071079048	NA	NA	Sedimentary	Quaternary	Shelly sediments of Plio-Pleistocene age	Pleistocene	Phanerozoic	Cenozoic	Tertiary-Neogene	Late-Pliocene	0.0117	3.6	Minor	Unconsolidated	Fine-detrital	Clay	Unconsolidated - Fine-detrital - Clay	45.56884184	0.067816035	14.37888997	576.0697674	0.156806355	975.322186	0.571255684	14.68475532	1.182675539	deep	-3.218875825
271505098073401	-211712.4264	467761.0896	clowpas1	9/19/2013	1500	PAS	3	USGS	27.2515	-98.1262	P		NA	NA	S100CSLLWD	NA		0.0868	<	0.001		0.08684	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14.10465059	6.633257911	2.332669	1.917306	7.931713	5.731014	14.92929293	23.5959596	33.72908367	0.133125084	1.559989992	24.73480477	11.94395661	8.030842426	0.492806994	41.13246546	60.47559401	14.78960728	0	0	0	NA	NA	0	NA	NA	Sedimentary	Quaternary	Silt sheet	Holocene	Phanerozoic	Cenozoic	Quaternary	Holocene	0	0.0117	Major	Unconsolidated	Coarse-detrital	Sand	Unconsolidated - Coarse-detrital - Sand	46.54236421	0.042788598	11.71717172	692.2857143	0.182447038	391.005685	2.215119795	21.26019444	17.41858424	deep	-2.443687934
271614081240901	1447608.732	578895.9887	surfpau	12/5/2007	1820	Unkwn	9	USGS	27.2706	-81.4025	P		1340	NA		1340	<	0.04	<	0.002	<	0.04	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.450345771	0.224667216	3.896264	2.735618	9.873953	6.895548	300.9494949	427.6161616	565.8932806	0.047350442	1.492177916	1.250405556	189.4637461	184.3273502	0.627015043	43.69139818	97.90271501	0.846877295	9.214876033	30.4214876	0.388429752	86.82022472	NA	259.6287914	NA	NA	Sedimentary	Pliocene	Reworked Cypresshead sediments	Pleistocene	Phanerozoic	Cenozoic	Tertiary-Neogene	Late-Pliocene	0.0117	3.6	Minor	Unconsolidated	Coarse-detrital	Gravel	Unconsolidated - Coarse-detrital - Gravel	45.48604058	0.202713151	10.05346498	94	0.048887002	1121.697749	6.19316755	15.32120821	2.862103526	deep	-3.218875825
271721080242401	1545153.086	596620.1231	flaqpau	9/24/2008	1530	Unkwn	9	USGS	27.2894	-80.4068	H	U	65	75	S100SURFCL	65	<	0.04	<	0.002	<	0.04	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.194399206	0	3.605352	2.576358	10.78384	7.852154	253.5353535	463.2323232	1150.223529	0.075623592	1.525477177	3.153383912	66.22710412	28.03326467	1.364691085	42.43482471	94.74609375	2.100533109	76.60504202	13.77310924	7.983193277	35.18348624	NA	235.5326113	NA	NA	Sedimentary	Quaternary	Anastasia Formation	Pleistocene	Phanerozoic	Cenozoic	Quaternary	Pleistocene	0.0117	2.58	Major	Sedimentary	Carbonate	Limestone	Sedimentary - Carbonate - Limestone	45.97074183	0.195736622	16.05408089	1554	0.108487629	997.499784	0.988239809	16.96480435	0.613548283	shallow	-3.218875825
271803081563401	1393949.739	574155.4136	intapau	7/14/1992	1830	Unkwn	9	USGS	27.3012	-81.9426	H	M	126	NA	S500INTRMD	126		NA		NA		0.002	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	22.25598145	1.230038452	3.575766	2.48964	8.947579	6.310298	1.545454545	3.121212121	5.8	0.109592635	1.500174909	9.559177872	48.36621497	32.88715457	3.242006917	43.38962826	88.41382038	2.027002508	82.85950413	0	17.14049587	16.50420168	NA	5.244509452	NA	NA	Sedimentary	Miocene	"Hawthorn Group, Peace River Formation"	Pliocene	Phanerozoic	Cenozoic	Tertiary-Neogene	Middle-Miocene	2.58	15.97	Major	Unconsolidated	Fine-detrital	Clay	Unconsolidated - Fine-detrital - Clay	45.55847168	0.123271127	10.68352912	163	0.09610074	451.447006	1.456344241	13.60508299	2.13511	shallow	-6.214608098
